id	t1	t2	t3	t4	t5	t6	t7	t8	t9	t10
901	56,1856	55,0615	91,444	63,7549	97,7922	44,0986	77,4612	78,7683	69,6429	71,8116
902	38,5438	42,1612	71,2046	57,1871	25,6207	42,0215	7,2449	1,3588	9,3936	84,1031
903	82,2725	17,0043	15,682	2,6288	67,508	93,9656	84,2526	45,9276	65,3835	39,075
904	15,8427	66,3789	36,2569	19,6242	50,7948	36,4168	85,286	47,0905	75,5671	36,9978
905	15,4561	9,5655	98,5701	32,9343	36,0879	98,6102	15,7649	18,6835	65,4168	0,2611
906	49,3581	1,9725	31,5517	11,6286	43,0021	11,0954	43,5897	56,1066	30,7112	25,1103
907	42,9005	46,27	50,7703	91,0851	10,1562	63,6809	48,66	33,6834	50,5784	65,8577
908	30,1505	6,272	45,8002	55,0684	69,3563	11,3677	95,1877	20,0176	5,6567	90,741
909	36,1414	98,3055	22,3716	78,0695	40,9697	70,7623	29,8376	94,5578	17,4491	32,7878
910	53,2847	94,0249	1,4267	3,6018	32,6826	18,5883	71,4203	44,058	2,8745	58,7026
911	92,5898	59,6991	13,5463	7,8223	70,9789	13,258	40,175	84,0504	96,7976	52,2267
912	98,9455	31,5869	50,2694	94,2751	84,5682	77,4085	53,1783	35,3219	82,4528	68,4909
913	49,2334	36,6276	22,9993	93,2511	70,1546	0,7059	26,0585	57,7234	70,5657	29,209
914	96,9065	76,0421	59,3653	6,9835	76,1069	17,8242	64,3501	81,5139	32,5681	57,4244

916	0,8916	68,7963	2,8156	88,4489	27,9976	47,204	64,7255	91,111	26,4249	76,5708
917	31,7203	10,548	28,5541	73,8611	56,1482	6,5402	93,4408	17,5549	71,8956	53,3041
918	41,0306	61,6372	94,1463	6,5523	28,0675	81,1132	13,6228	64,0284	68,6343	38,4289
919	84,8873	97,0258	54,2101	65,0626	86,079	2,4679	78,2468	95,1191	42,4345	8,1057
920	75,5791	82,2241	67,2014	29,8437	34,9755	79,0676	82,2107	7,7906	92,7933	24,2455
921	14,5378	42,0011	58,5978	7,694	78,6323	21,6526	69,8124	14,127	36,1778	20,8544
922	40,5615	74,5721	76,0406	11,747	66,4875	98,4934	63,7658	23,5901	38,1576	9,4685
923	83,899	67,6749	64,7015	93,0549	2,0608	28,5794	86,2963	53,034	62,2414	3,3796
924	70,5132	64,1898	47,7951	90,8646	41,9478	47,0706	66,2097	3,568	17,9024	43,0705
925	76,0295	57,6154	7,975	20,9705	12,7997	3,6154	61,4633	58,5832	12,7461	34,8675
926	31,1576	80,1005	32,1912	6,1311	32,9721	10,5743	56,5693	46,5075	56,0464	67,6322
927	86,6121	87,9032	74,3158	66,7808	49,7257	32,4133	51,1051	57,9287	16,5737	87,452
928	12,8219	59,6569	26,177	13,5087	58,576	20,9363	98,5892	32,3907	24,939	22,9896
929	75,1019	86,8839	25,1683	63,8905	78,2458	65,6803	77,4636	92,7604	9,9974	25,4786

931	87,7585	77,1271	12,6385	54,9543	21,3413	27,762	80,1567	81,0089	93,1485	19,5397
932	9,0719	2,4504	17,8245	30,601	82,0138	63,0717	11,6036	86,4909	99,0747	28,8823
933	72,6078	18,238	72,7964	39,0694	45,8371	14,5984	36,5885	94,7341	31,1798	57,8076
934	80,1442	15,9727	87,063	23,7661	90,7034	66,5683	31,1445	78,0463	84,5275	62,3138
935	74,1733	98,2817	8,3409	29,6056	33,1797	61,8389	32,0406	71,3615	11,9597	94,3284
936	97,112	35,7644	42,5071	56,4621	6,9073	32,309	24,7795	35,2902	37,22	0,9978
937	1,718	59,8434	33,1284	39,9102	16,39	5,428	79,7135	39,8744	64,4203	53,2552
938	40,0179	54,2906	22,3273	15,1009	89,7212	93,3139	79,2853	22,0258	30,5069	96,6722
939	55,04	26,7806	68,4833	28,9726	14,987	8,8612	16,3336	67,5588	87,4062	50,7012
940	35,4607	76,9626	94,7992	23,4438	5,0871	20,0039	24,87	35,8585	94,6502	41,1873
941	5,4919	24,7491	48,7738	20,0264	98,8765	95,4247	48,1685	55,7247	69,0531	91,2562
942	97,0548	53,1774	66,2701	95,6964	21,2006	92,0901	84,6219	76,4942	42,2759	70,1505
943	73,5827	91,4937	77,1259	74,7065	37,2273	10,33	38,7111	41,142	95,4885	35,8188
944	29,9201	47,8737	87,5339	60,8144	45,4733	77,7159	75,709	7,2428	5,9908	23,9231

946	95,7425	96,8037	63,6432	76,0852	96,1717	40,298	12,1736	0,3291	98,2882	47,4565
947	44,5651	83,4219	53,8147	36,6718	33,8215	25,7401	9,2343	32,372	22,8381	10,7197
948	4,4493	56,2943	38,1418	14,3688	85,475	54,2454	63,9677	79,2887	6,1207	19,6502
949	55,3433	21,2659	97,006	55,8906	35,514	94,2978	2,4698	30,5878	77,4773	16,8223
950	47,721	12,4327	38,4243	15,219	73,6099	24,8952	50,918	2,0918	82,5459	75,8792
951	69,6145	32,8936	68,6526	56,8481	73,8523	87,1433	82,3131	18,5597	55,3259	60,3869
952	99,9073	3,0794	72,3137	17,6836	77,086	94,8525	66,5201	1,287	27,9613	73,4925
953	57,3403	1,3474	61,9391	55,5615	71,4096	21,9227	97,7849	39,9366	69,1351	32,4046
954	47,6024	85,6972	95,1897	35,7748	73,3679	45,1531	85,4894	24,7487	96,9221	32,1746
955	15,6606	6,6094	91,2048	74,4845	43,7002	41,6278	47,8055	41,3599	11,3323	50,2048
956	89,9183	1,1431	77,7616	37,2624	53,7205	9,6417	57,8352	45,4235	17,7029	13,6967
957	6,6476	48,1339	27,3905	79,4707	86,7891	21,5737	36,0227	46,7004	6,6228	68,5336
958	52,4207	94,0737	20,328	7,8686	58,4792	31,7966	58,3203	91,2668	55,3636	35,104
959	86,7965	56,0479	71,0244	62,6764	49,0008	5,9619	38,9974	70,9654	50,0966	32,7841

961	61,3923	86,8543	57,2317	28,6969	19,9866	50,4675	83,1062	79,0866	37,8785	9,8234
962	69,9161	82,9673	10,2188	9,5365	91,2826	53,1888	80,827	80,6129	55,0633	54,8417
963	54,8976	98,7354	66,2517	10,3543	98,4134	77,2397	80,5192	86,4099	0,3828	82,5452
964	56,1646	6,2361	32,7612	33,0908	39,3273	18,9912	56,439	84,4801	39,197	75,467
965	7,5322	8,9396	32,7337	66,3755	7,3915	76,4689	11,5069	39,1485	44,6852	81,9906
966	25,9773	7,8413	96,3226	55,4652	79,7158	58,641	71,6775	99,278	93,3967	40,4931
967	66,03	36,7012	26,6046	43,0283	44,6784	46,9401	72,1392	67,0822	73,2041	85,0718
968	38,2309	57,5628	74,976	25,462	54,1419	41,6571	2,2307	27,1222	69,1621	52,9404
969	45,858	55,7044	7,7005	0,8956	46,7593	26,2875	71,5836	35,7716	10,5744	58,9685
970	2,9572	92,8522	31,7452	2,4343	3,2208	96,0749	0,6735	69,2198	32,0375	91,5408
971	62,086	93,0035	7,7448	70,9911	54,98	18,7752	36,8355	79,0382	52,5506	79,3901
972	12,5185	64,4402	0,6984	87,2821	97,6788	21,7924	35,8883	96,2471	87,9841	59,8974
973	50,1125	28,3213	44,0962	14,5694	35,7347	81,4816	17,7996	15,7766	61,8331	30,4815
974	72,4677	5,2446	21,6754	51,216	55,8134	71,3002	4,3296	54,6528	52,5631	73,3518

976	30,609	73,1664	80,3151	66,9124	93,9379	78,9782	9,2078	17,0979	69,7139	39,2887
977	45,9134	14,8126	30,019	56,239	94,7074	73,0919	28,4256	72,4314	77,2318	24,0582
978	85,4302	21,4765	19,3575	80,5373	8,4594	58,8312	34,322	3,3818	64,1289	56,9035
979	99,8688	27,7561	94,2315	5,6403	79,9944	2,4031	41,0341	78,1609	91,9026	79,2653
980	6,9322	19,353	73,2345	44,2939	48,4749	16,6506	89,5398	54,7544	35,0002	34,4061
981	38,2855	56,1054	40,4822	21,8696	51,5866	62,0694	28,4935	35,5671	19,0018	11,9849
982	34,7769	41,2107	88,3775	64,2571	30,7636	68,823	38,5012	4,0267	59,7672	21,0934
983	5,2964	19,646	29,4091	20,6234	24,5797	15,9188	0,9139	40,9701	86,1603	6,6072
984	89,0872	80,1962	11,4813	12,803	36,7615	48,8771	64,3104	9,4878	47,2491	6,6895
985	23,7011	51,6977	78,106	52,703	14,0187	43,8238	51,1818	51,6712	89,2542	47,189
986	35,0068	97,7046	41,1172	49,3741	92,8211	51,0014	43,0343	42,7799	84,4844	40,8226
987	46,2021	69,5084	84,3429	18,4609	16,828	81,9507	80,9842	74,6884	10,9404	61,593
988	91,4312	1,4369	64,2661	7,4068	59,9104	61,413	78,2778	71,8493	59,0836	9,5173
989	66,1003	37,9847	82,8596	97,6673	67,2146	1,0522	66,8647	46,9472	13,0846	57,1413

991	7,9938	65,2173	8,0033	5,8953	50,6635	31,0643	81,4869	11,3549	83,9627	53,8629
992	77,8551	38,0634	36,0718	62,3979	46,8309	61,8936	69,232	31,0933	14,971	6,8532
993	4,8672	88,0205	46,8848	21,6471	69,2352	91,2093	32,1516	48,0658	8,407	15,1602
994	85,1607	99,102	23,818	15,5765	31,8208	43,2654	11,3529	23,3856	95,8938	75,3221
--
996	21,362	9,8218	31,4623	44,4877	31,8668	11,3133	29,5856	0,5454	76,0087	7,5456
997	15,3276	99,7716	72,4546	99,4956	82,6611	80,366	56,6566	73,7099	62,2354	28,1369
--
999	80,6393	32,4892	43,0594	98,9245	74,9434	86,7736	16,1894	63,2654	86,3883	65,3413
1000	79,2069	56,5109	30,069	55,9212	90,6848	22,3333	2,6056	65,7794	13,1303	78,6779
1001	41,0099	4,9115	98,8528	18,2925	6,1734	12,3647	82,601	73,5015	43,83	22,7857
1002	87,3222	55,7767	1,5412	53,7762	50,3959	34,6556	98,5781	76,1064	33,1116	20,65
1003	12,5483	6,4297	12,7739	92,7568	79,1709	59,4224	98,7128	71,6428	79,8957	80,8995
1004	66,8016	85,371	87,9622	10,0242	16,8433	54,2224	25,4551	65,2369	56,029	51,7886

1006	2,3726	70,8718	81,0334	94,2806	20,8353	21,9533	12,4255	91,331	78,7656	40,165
1007	2,0322	55,6704	6,4425	96,816	10,8991	32,4977	92,3423	34,6967	45,465	43,3122
1008	46,4504	81,467	61,7127	25,1831	25,2955	10,9729	81,0554	86,4661	91,8268	53,6274
1009	1,7084	44,1946	84,5065	53,9695	76,0277	82,5619	13,8241	78,4516	99,2993	78,386
1010	41,4119	79,7606	82,1044	42,9748	63,1359	8,3771	27,2472	46,7046	17,6533	22,3583
1011	86,483	17,4983	67,495	88,6523	99,8712	22,6128	41,4121	97,2278	57,7122	72,3078
1012	81,0079	16,6762	82,3964	75,5822	93,4631	88,6505	86,4952	1,0983	92,5128	19,6671
1013	97,2625	45,8459	39,6042	13,0755	1,6397	9,1008	78,6061	63,0444	83,2442	51,5383
1014	5,9398	57,0171	84,8988	22,3459	43,4049	57,0011	68,1642	55,8889	23,0468	30,5023
1015	13,5024	42,1944	78,025	58,9752	88,9588	99,8693	40,852	48,8922	4,2141	26,3827
1016	76,0787	29,1317	67,3489	45,3281	9,0116	15,3896	77,0098	54,592	56,5701	9,3296
1017	73,0892	15,4125	66,2304	47,8074	36,7828	39,0549	22,1695	65,2586	0,2661	78,166
1018	32,7795	51,0357	46,3123	87,9726	11,2747	33,427	68,1529	0,3156	59,6676	13,9527
1019	11,8459	8,9227	75,3783	7,177	85,8078	59,4667	23,5764	61,671	64,9818	71,7023

--
1022	95,6918	91,2004	22,2128	69,6465	3,8575	10,2665	53,4418	92,5846	48,7308	19,3979
1023	11,5542	8,6134	99,1071	79,1938	77,7766	43,19	95,7044	70,0453	3,3441	79,2676
--
1025	34,8671	41,8314	52,3204	73,1041	62,8828	3,4107	93,0241	64,1888	0,0222	79,7276
1026	23,6645	9,3991	73,1231	42,7866	48,0853	90,1677	55,2685	55,3621	94,6122	4,1477
1027	19,3628	35,4816	54,0534	66,8093	0,4925	99,4846	36,8902	89,2436	39,8793	85,5757
1028	30,9129	41,7135	28,6513	67,9343	42,7482	7,5582	93,9506	46,69	85,4852	43,7183
1029	99,5616	16,493	54,9938	21,4451	56,8721	67,6394	93,3401	61,9317	2,6999	36,7356
1030	42,4245	31,5455	39,2199	22,5066	1,5091	1,4258	57,8528	87,2531	7,8686	67,222
1031	33,8994	1,4816	20,0763	22,8698	23,2228	89,21	96,6481	73,1269	96,7643	45,3882
1032	0,2442	28,3652	24,2102	25,9009	66,5202	71,251	44,5982	98,0094	98,8622	19,9552
1033	53,0464	50,2115	86,3585	47,0569	80,6655	99,876	90,8976	16,0178	53,0187	56,1541
1034	75,3629	60,208	18,9818	32,3795	85,6666	76,5875	90,0282	52,6348	43,7592	87,1252

1036	97,7786	45,4701	91,5529	19,44	64,1267	22,3897	71,4798	2,8169	80,1435	88,0774
1037	93,368	85,3474	16,0611	55,2952	71,4986	28,3597	89,2032	85,3053	74,3368	97,3324
1038	31,2479	82,5268	58,1484	71,4161	81,6351	80,9822	7,8146	54,5466	50,0549	28,509
1039	95,5909	96,1085	42,4858	91,1207	6,1557	19,1043	26,6515	25,6307	88,7606	87,4081
1040	7,6929	22,3571	66,6486	36,1843	45,9097	15,219	64,8037	95,6584	5,3661	58,1563
1041	73,3839	95,3765	61,4967	86,525	12,2341	65,0254	65,8674	63,7563	49,1064	79,4732
1042	48,7135	26,2243	62,5577	76,1012	5,5969	22,8161	6,1605	0,7699	48,2425	89,0246
1043	8,9676	74,9158	90,7621	52,5168	17,3126	94,217	88,5286	84,2691	74,5945	36,9354
1044	63,0795	12,7004	68,6241	64,5439	60,7483	27,6601	46,0278	1,297	1,6418	74,7437
1045	64,3267	6,1457	53,4786	10,7109	76,2213	57,5222	88,7134	40,705	98,9729	59,6245
1046	52,6973	11,3611	15,8335	10,74	27,4833	15,9423	8,3848	60,4898	28,4522	23,1442
1047	43,6963	31,3416	39,0587	85,3896	24,0939	47,3502	44,0104	74,125	58,693	41,7701
1048	80,1806	16,9479	47,2667	73,5195	66,0149	50,8022	0,8205	78,93	38,9527	67,118
1049	1,3357	48,6908	84,3871	85,1464	55,5478	49,2908	60,0122	92,1307	1,5664	21,1007

1051	99,1298	80,5798	24,733	26,298	19,073	60,2653	82,4422	97,5797	66,2373	73,9036
1052	71,6651	48,9687	90,3209	6,1849	54,429	88,5843	22,5743	28,4521	33,3642	39,3902
1053	13,3915	34,6975	51,9458	75,2662	51,8374	28,8401	93,3156	74,6855	10,0034	24,86
1054	94,5915	6,3809	82,7416	12,8551	82,7814	89,6463	2,7658	31,5626	0,9859	7,1925
1055	21,5886	63,5666	45,8587	40,2291	84,8569	9,2109	44,2615	34,5162	39,5525	37,8719
1056	98,1705	58,9017	50,3591	29,5414	96,4176	9,5825	39,478	93,057	15,8931	92,6234
1057	6,1224	6,9907	45,4486	39,2693	10,7286	76,3047	25,5071	44,6141	12,7943	94,469
1058	92,6476	58,755	25,7478	29,3484	73,4849	20,3127	48,2354	43,559	98,5946	65,6066
1059	61,0148	84,3409	87,6326	12,5509	33,804	75,4228	3,662	77,8675	18,2862	90,503
1060	94,0633	24,2663	77,1476	54,3453	88,3497	36,9167	28,561	15,0452	84,0978	10,3885
1061	54,5659	76,15	49,2273	42,3041	74,2159	15,3297	29,044	40,2354	38,2745	39,7119
1062	97,7284	66,8005	85,5464	63,0334	31,2644	67,2255	92,1291	81,9245	60,1117	36,9047
1063	15,0215	5,5007	1,5327	22,5806	37,6002	80,3671	56,2239	14,5667	94,2743	75,8376
1064	84,7758	13,5624	45,0993	8,8016	10,3318	71,0981	60,5279	94,1612	69,5868	28,7628

1066	87,5434	52,7555	84,3038	47,6311	59,6607	70,9177	19,0011	18,1216	27,7846	52,7952
1067	60,8121	46,4041	51,3127	97,3931	62,3462	50,6772	84,1919	63,4803	90,8699	91,4354
1068	72,5712	95,3433	84,8477	3,7064	28,4177	46,238	67,3313	2,7489	13,9348	60,365
1069	37,5536	15,8771	48,525	33,4342	2,5998	26,7667	29,0151	58,2464	90,7352	43,7452
1070	16,4592	61,8886	88,435	62,4513	28,0657	23,0352	57,2453	11,373	71,7169	8,3276
1071	72,9353	21,559	34,1907	0,1959	47,5056	70,6842	6,7495	0,5114	80,0018	29,0548
1072	80,915	47,8221	29,5564	64,2765	8,3234	31,27	76,3293	40,2826	48,1876	18,6586
1073	31,7792	42,4475	0,863	22,5389	61,6194	53,3293	29,2893	90,4819	50,8992	7,8309
1074	29,8179	72,9499	48,3674	27,2414	70,6016	35,8428	43,2322	83,2012	2,5357	98,083
1075	42,6834	79,5036	54,9261	0,3937	6,2976	66,8496	32,6586	13,4364	27,6723	97,6842
1076	88,4607	26,3773	90,9603	95,5529	48,7268	91,8932	32,8322	22,861	8,5016	3,4046
1077	11,5409	65,2206	52,7928	21,8096	48,0441	68,8814	89,6126	62,1639	9,7131	26,2467
1078	87,2688	4,9826	76,5474	24,7393	10,4778	27,3668	31,1683	8,8097	87,9645	14,6361
1079	69,5479	11,5996	26,7632	52,7596	63,823	70,6222	59,9841	78,15	10,7532	58,5738

1081	3,1614	71,449	79,3761	87,6045	42,1888	23,3923	10,5458	46,3435	65,3778	61,6332
1082	82,2172	29,965	43,7818	13,2725	92,9717	50,605	82,2239	98,2247	55,3371	53,8138
1083	90,728	83,5166	80,8769	12,7405	33,602	10,5757	73,9725	77,7785	22,5137	26,8458
1084	44,3253	97,2549	23,3607	16,5628	24,9754	15,3325	7,3146	35,6864	67,0796	52,3514
1085	38,6626	6,6344	26,474	6,6523	27,0096	77,9244	49,2125	13,2872	20,8572	20,5791
1086	88,7758	69,4288	19,8342	97,7781	5,8199	42,3496	3,4069	21,9002	24,7674	4,1449
1087	75,6083	17,1278	18,5608	58,3997	0,2866	5,0459	13,5356	27,5861	74,2689	48,6593
1088	44,7959	83,4168	49,0991	2,5954	78,585	19,1714	23,3113	75,7477	74,757	14,5092
1089	25,9535	61,7818	34,0029	49,0995	94,3112	26,6929	14,1017	54,9022	19,4203	42,7745
1090	86,802	17,3947	30,5628	40,3901	17,1134	53,237	45,9495	58,0419	32,8032	40,575
1091	64,8752	45,6058	44,2727	6,1392	27,2228	90,9819	49,168	60,1926	15,057	42,7451
1092	88,6676	5,7324	91,1576	89,9504	83,8594	5,1877	31,4945	84,335	17,2986	70,9476
1093	22,0881	49,0759	89,3349	93,058	40,6866	25,7939	93,8034	94,6262	16,0837	30,2433
1094	50,4434	95,0066	3,0328	31,4278	99,3548	81,9145	91,6455	69,5285	50,3941	22,205

1096	38,4099	61,1262	5,7634	52,1097	23,194	8,5663	77,4746	61,2958	85,2085	33,984
1097	11,1481	71,6233	64,4124	78,9586	8,2696	57,7297	42,3343	7,9596	73,4262	91,7886
1098	26,4348	35,1919	49,333	92,8526	41,5976	56,047	0,0424	40,0486	51,8808	1,4439
1099	31,0702	64,443	98,2772	4,0208	43,4589	88,9208	12,7013	89,9647	2,3208	73,0913
1100	53,5892	83,6778	0,9234	13,6218	71,2407	19,1633	20,335	28,4095	85,5678	70,6788
1101	25,6702	91,1521	51,7923	89,1758	91,0436	43,6571	21,0517	86,481	64,7204	61,4157
1102	32,4401	68,0067	34,2607	57,3604	12,6728	95,0164	93,4934	49,7513	87,4856	1,8854
1103	15,5037	41,7041	58,5839	54,9665	54,927	25,8378	55,4199	45,1743	7,0786	61,2914
1104	20,1367	83,5118	38,2633	43,0137	34,9528	92,5638	44,1255	53,1261	11,5491	51,1886
1105	94,1871	63,0818	20,5461	93,3499	89,3291	78,6565	83,6753	53,4168	46,5121	80,1032
1106	99,5593	19,6661	70,76	68,193	95,0148	86,9169	13,5281	3,0605	55,8249	55,9988
1107	57,9792	78,6162	41,3069	96,547	15,421	68,6661	25,7356	6,0858	85,5275	73,2878
1108	70,1151	64,4018	31,843	75,2127	92,2649	47,3199	97,2773	89,7492	82,3555	41,2859
1109	17,4899	64,9419	91,7079	18,7029	45,3927	82,0971	66,2749	55,7523	63,7183	16,0866

1111	91,9171	77,3226	97,7342	64,6865	46,944	86,2022	15,7444	50,0382	45,4723	32,9012
1112	48,1364	76,6683	67,1939	66,3981	79,4442	94,6082	46,889	76,0429	63,5977	2,8248
1113	83,0285	75,0408	17,008	71,6432	64,2291	57,7554	44,0993	29,2345	4,5523	58,7748
1114	4,0891	16,2356	90,9179	41,3824	81,3145	27,702	18,7479	22,8178	81,7335	51,1223
1115	30,3412	75,6588	96,7384	25,4852	51,098	35,1192	93,0952	17,6524	88,8657	73,1454
1116	24,2172	26,3013	19,2332	14,9485	47,0754	47,9723	25,0207	23,9482	65,4993	68,2522
1117	37,6254	80,4337	18,9339	59,2153	22,7706	52,1814	29,5116	97,6824	56,9751	39,3879
1118	18,0509	13,2319	13,5805	46,8633	18,2286	97,6549	71,592	58,6751	34,4704	9,8669
1119	72,006	80,1669	89,4966	50,7403	98,0037	59,3211	48,4227	88,585	17,4351	24,5841
1120	66,6548	34,5703	88,9384	62,2727	69,1672	46,2216	81,3794	43,8985	58,277	83,4237
1121	4,1716	41,1839	71,35	55,8824	49,6539	10,1705	33,321	78,6757	81,3041	32,7074
1122	91,0766	88,3032	72,8493	54,9005	41,3146	68,7198	50,3794	27,8083	31,4144	76,6626
1123	34,1595	72,8647	63,3062	51,2516	58,3636	72,1649	87,1766	71,8688	72,7581	81,9072
1124	22,396	99,4712	74,9833	6,1636	29,9763	25,9076	27,5937	31,9261	39,312	48,071

1126	78,3666	42,4318	11,1488	9,7181	27,4163	59,7236	43,1608	69,6596	23,1567	50,7345
1127	16,2835	53,7461	54,6017	69,5785	65,4538	93,8005	14,3815	7,1603	17,7898	79,3157
1128	76,0812	43,9107	33,1762	52,8192	93,9625	93,0381	97,377	35,4655	89,9145	61,6022
1129	69,9003	19,7305	20,1981	29,1823	43,5146	57,8719	9,8045	40,9379	5,855	75,4907
1130	37,0988	80,4253	65,7646	65,3929	86,3354	77,3722	42,9166	69,9644	18,8112	24,9389
1131	30,6837	78,9588	96,4013	21,6585	98,5195	66,5929	57,7309	83,8338	63,3061	82,5132
1132	63,5521	43,8042	75,3016	49,2768	22,4016	8,6677	92,7487	51,984	39,6357	94,9533
1133	89,2494	73,4646	24,8021	35,1062	47,8217	68,4299	50,7929	22,5909	69,7108	38,2835
1134	40,3721	54,1496	33,4265	33,9701	12,8906	25,8898	10,4315	68,5729	55,6619	67,1636
1135	88,0636	46,1466	32,892	74,8281	4,817	94,3968	55,2161	69,021	90,0782	19,5972
1136	99,8316	85,6404	70,0076	89,4412	87,355	59,317	85,037	63,7204	84,3568	41,0295
1137	79,211	39,9301	89,1776	53,4964	74,8187	23,5297	72,3442	41,5123	37,7445	37,4751
1138	30,1092	76,755	41,9237	55,136	32,238	95,229	49,3065	76,2221	5,6023	46,6473
1139	41,6832	22,9259	63,2875	43,0524	20,7128	53,7517	95,3228	33,91	39,0507	24,1914

1141	37,7978	92,4431	43,0986	32,9029	38,181	98,0156	81,3734	88,945	26,3264	80,8176
1142	87,3942	12,9075	49,362	95,744	30,3554	49,8106	76,8567	20,577	47,6917	37,6141
1143	32,7047	53,36	68,9577	29,2231	0,1168	1,7559	4,6163	95,068	87,0406	52,2828
1144	57,3528	92,6205	16,8795	50,6508	67,3987	74,5398	41,3225	33,8832	59,4405	11,7223
1145	21,2133	90,0532	66,4339	75,101	17,3853	26,4328	90,1673	72,8908	1,243	93,1212
1146	49,971	66,3862	58,4332	67,1438	48,3499	23,1142	44,3306	41,1772	80,2408	82,255
1147	17,5546	6,0156	20,4294	63,6647	55,0185	27,7723	74,6783	72,5386	49,4565	63,8777
1148	36,2718	41,2935	26,4505	4,2412	69,1254	49,1345	27,0697	32,1191	94,7304	17,6414
1149	93,0124	96,4797	63,0156	89,4381	13,6082	82,2538	76,8224	50,5376	63,2211	69,9424
1150	52,5857	86,1423	96,0865	96,4886	38,7364	38,3502	7,6827	9,3065	22,4263	15,7952
1151	96,2721	52,7476	17,0125	25,8136	8,4236	89,0506	74,2094	65,4138	43,1273	9,8094
1152	51,5692	18,1245	80,5761	49,8303	19,2804	81,0361	70,7813	72,1224	82,7931	37,3782
1153	74,8562	27,0739	96,9588	47,4919	91,5847	42,1766	81,5066	80,6852	15,5436	37,6389
1154	41,5294	49,4473	84,0438	16,3323	28,7237	61,3562	30,7124	94,902	65,5749	97,5351

1156	90,5829	79,6854	48,4546	25,7445	19,9947	0,0899	67,1751	72,2364	58,925	34,8079
1157	25,9118	90,9243	81,5861	30,2398	23,6609	52,3605	29,1406	37,9337	80,7169	71,7008
1158	30,8747	5,6487	57,5521	54,555	85,3475	26,0434	34,829	61,2695	31,4823	8,3018
1159	19,1382	28,317	33,6308	39,222	53,4795	77,1189	48,4488	8,6325	97,2432	24,263
1160	59,6677	54,5371	79,8136	6,5449	37,7785	13,04	59,9879	82,8312	62,5715	96,3466
